serial,wage,nonlaborinc,hoursworked
21106,15.865385,0,2080
21107,20.238094,16000,1680
21108,16,70322,2000
21109,34.188034,0,2340
21112,64.102562,103019,2340
21120,33.653847,0,2080
21121,34.989315,30003,1872
21122,14.423077,30005,2080
21124,5.7692308,0,2080
21126,13.822115,0,1664
21131,12.980769,44005,2080
21132,19.373846,85379,2600
21133,14.166667,1,2400
21134,13.307693,100,1040
21137,12.019231,98750,2080
21140,28.846153,1,2080
21141,7.6923075,0,1560
21142,1.2820513,52004,780
21143,10.989011,3960,1820
21144,43.26923,68127,2080
21145,12.854251,125200,1976
21148,28.846153,38002,1664
21149,10.650887,145,3380
21150,30.08173,80590,2080
21152,72.115387,53141,2080
21154,16.826923,21,2080
21157,32.738094,37905,1680
21158,12.152778,48185,576
21159,28.846153,1017,2080
21160,48.076923,133300,2080
21161,14.423077,2960,2080
21162,30.288462,514,2080
21165,11.96793,15998,1715
21167,22.435898,26060,2340
21169,21.68576,602,2444
21170,108.17308,1137,2080
21172,108.17308,102595,2080
21173,21.233974,1,2496
21174,12.820513,0,1560
21176,126.92308,47668,2600
21178,22.307692,48020,2600
21180,12.980769,1,2080
21181,25,0,2080
21183,24.038462,16502,2080
21185,12.019231,120600,2080
21186,39.772728,14001,1760
21187,40.865383,106120,2080
21188,40.598289,58324,2340
21190,47.008549,226001,2340
21191,23.076923,112619,2080
21192,21.794872,11,1560
21193,10.788462,1,2080
21195,66.105766,95090,2496
21196,15.024038,3148,1664
21203,134.61539,91050,2600
21204,44.642857,34356,2912
21207,25,758,2080
21208,6.25,69868,480
21209,21.153847,21074,2600
21210,7.6153846,5,1040
21216,36.858974,43461,3120
21220,96.153847,54850,2080
21221,109.89011,19800,1820
21222,9.8752594,15232,1924
21224,33.173077,75201,2080
21228,96.153847,95222,2080
21231,21.634615,70023,2080
21232,15.224359,22316,2496
21233,3.8850038,0,5148
21234,21.634615,144,2080
21235,10.576923,17000,2080
21236,33.714287,1,2548
21237,38.46154,111442,3120
21239,34.615383,54,2080
21242,22.115385,1,2080
21243,38.46154,172002,2080
21245,12.765958,4503,1786
21246,213.67522,50523,2340
21252,11.154615,1003,2600
21253,28.846153,3,2080
21255,13.221154,0,2496
21257,24.038462,288,2080
21258,18.990385,15,2080
21272,23.076923,103580,2080
21275,9.6153851,20000,3120
21277,19.23077,15,2340
21280,21.634615,45000,2080
21282,19.923077,3,2080
21284,0,197230,1728
21285,200,230514,1300
21286,47.008549,63900,2340
21287,23.076923,31249,2600
21288,35.555557,450,2250
21291,21.153847,45000,2600
21294,45.673077,87900,2080
21295,96.153847,250000,2080
21298,0,157189,120
21299,10,171411,750
21300,74.786324,110,2340
21301,16.442308,9082,4160
21305,25.887573,1202,2704
21308,67.307693,220024,520
21311,31.25,12019,2080
21312,12.019231,60000,2080
21314,21.153847,12523,2600
21315,34.054485,3003,2496
21316,20.673077,4480,2080
21317,13.461538,0,2080
21318,6.25,20002,1280
21319,11.923077,25680,2600
21322,21.466906,85591,2236
21325,28.846153,24000,2080
21326,24.038462,50130,2080
21327,9.75,0,2000
21334,22.727272,59129,2860
21338,6.2337661,2100,770
21339,16.346153,6000,2080
21345,44.871796,50045,1560
21346,22.115385,43551,2080
21350,8.1730766,23540,2080
21351,19.23077,21410,2600
21352,34.965034,5947,2860
21353,22.115385,6,2080
21355,0,30001,252
21356,19.711538,46002,2080
21357,7.9365077,0,1890
21361,76.92308,3435,2340
21365,14.423077,0,2080
21367,38.46154,1442,2340
21368,80.128204,32,3120
21370,8.25,0,2080
21371,48.076923,311,3120
21372,25,3571,3120
21374,26.442308,32563,2080
21375,27.60125,0,800
21377,14.423077,14,2080
21378,24.038462,5,2080
21379,48.076923,520019,2080
21380,30.76923,65622,1040
21381,0,75144,1960
21387,22.002403,55880,2080
21390,7.7399783,0,3692
21392,11.538462,0,2080
21393,8.8141022,23000,1248
21394,11.160714,20000,896
21395,10.714286,30040,1680
21398,27.884615,4021,2080
21403,9.6153851,33352,2080
21409,27.884615,112329,2080
21411,22.6,43340,2000
21412,48.076923,2580,2080
21416,3.2051282,4,1560
21417,20.673077,6530,2080
21418,14.792899,60630,2028
21419,18.376068,64826,2340
21420,17.56579,189450,1520
21421,24.038462,55154,2080
21422,32.478634,54137,2340
21425,8.8461542,5,2600
21427,96.153847,363,2080
21428,29.137529,5008,5148
21429,7.6923075,50000,2600
21431,24.038462,60010,2080
21433,37.5,18000,2080
21434,25,49775,2080
21441,60.096153,6202,2080
21442,44.871796,81,3120
21443,0,68766,2080
21444,14.513788,0,2756
21446,14.423077,70034,2080
21447,50.96154,67971,2080
21448,57.21154,107846,2080
21452,2.4038463,10003,1040
21458,46.153847,71005,2340
21459,46.153847,61140,2080
21464,0,25206,312
21470,22.624434,134456,1768
21474,16.826923,58518,1664
21477,18.491125,6,3380
21482,34.804325,69871,2080
21484,13.5,0,2080
21485,22.45863,32001,846
21486,7.5,8151,2080
21491,13.736263,4411,1820
21494,18.724697,6204,1976
21499,26.442308,6,2080
21500,12.5,1264,2080
21511,18.75,0,2080
21512,47.115383,70002,2080
21513,16.826923,0,2080
21516,22.115385,66416,2080
21520,24.358974,103094,780
21521,28.846153,168253,2080
21522,34.615383,50038,2600
21524,22.215385,4,2600
21526,0,35000,2080
21527,14.423077,39022,2080
21539,21.25,1,1120
21540,13.221154,0,1664
21546,6.5934067,54458,1820
21551,13.313609,77850,3380
21553,28.846153,102281,2080
21555,12.019231,22000,2080
21556,25,252671,1200
21557,23.255814,226368,430
21558,106.83761,15026,2340
21563,8.4615383,148935,1300
21564,89.743591,40000,780
21567,40.384617,0,2600
21568,33.653847,55224,2080
21571,72.115387,35707,2080
21572,37.5,70227,320
21575,18.589743,15667,2340
21578,29.91453,111016,2340
21580,14.090909,0,2200
21581,15.384615,45,2080
21585,37.5,26898,2080
21587,31.25,52240,2080
21591,35.384617,24001,2600
21595,41.025642,69060,2340
21596,14.423077,16000,2080
21599,0,-4360,1960
21601,38.46154,34040,2080
21602,57.692307,302,1560
21603,26.442308,29,2080
21614,23.26923,41004,2080
21615,19.23077,23600,2080
21618,19.565218,23,2300
21619,60.897434,8924,1560
21620,22.115385,7739,2080
21621,39.615383,870,2600
21623,28.846153,35766,3744
21624,14.814815,2524,1080
21625,47.115383,42023,2080
21626,44.23077,144,2600
21627,40.865383,46070,2080
21632,28.846153,90790,2080
21637,13.461538,10008,3120
21640,36.93182,60008,1760
21641,38.46154,3,2080
21645,81.196579,85014,2340
21647,27.884615,69026,3120
21649,32.051281,77006,3120
21653,33.173077,35,2080
21655,48.076923,20005,2080
21657,94.78022,38010,3640
21658,43.612637,32084,2912
21659,29.67033,77000,1820
21665,32.692307,50000,2080
21666,32.692307,0,1040
21667,57.692307,13010,2080
21668,19.23077,6,2080
21673,25.887573,120271,2704
21676,17.708334,0,960
21679,25.641026,1288,2340
21680,28.846153,71732,2080
21681,62.179485,15000,1560
21684,38.46154,59020,2080
21687,0,3000,2080
21688,31.25,29000,2080
21689,50.48077,4072,2080
21690,17.243589,32000,1560
21693,36.057693,86560,2080
21696,35.576923,75030,3120
21698,4.0625,2504,640
21699,23.557692,10,2080
21701,38.46154,45808,2600
21702,18.803419,36971,2340
21703,31.25,70755,2080
21704,15.99375,116754,480
21705,11.538462,30003,2080
21706,69.230766,2470,2600
21708,71.153847,75457,2080
21709,17.788462,0,2080
21710,31.25,60100,2080
21711,33.653847,128001,2080
21712,48.076923,12350,2080
21714,.390625,7969,640
21715,13.461538,67603,2080
21718,33.119659,55516,1872
21721,12.087913,0,1820
21722,26.923077,71040,2080
21724,11.538462,41906,2080
21725,15.384615,23000,2080
21727,32.692307,40230,2080
21729,19.23077,120030,2600
21730,34.615383,69000,1300
21731,38.942307,50324,2080
21732,47.008549,97950,2340
21733,60.096153,202620,2080
21736,25,14530,2600
21737,31.196581,75938,2340
21738,48.076923,13624,2080
21741,18.461538,168269,2600
21742,86.53846,6492,2080
21743,20.192308,328498,2080
21744,21.634615,252,2080
21745,17.788462,1200,2080
21746,31.73077,110243,2080
21747,10.576923,0,2080
21748,28.846153,12650,2080
21750,30.76923,43205,2600
21752,46.296295,864,1296
21753,32.21154,32525,2080
21754,0,39020,1560
21756,44.23077,31457,2080
21757,19.711538,50,2080
21758,14.0625,3035,1920
21759,69.230766,110026,1300
21760,22.802198,51000,3640
21761,14.423077,20800,2080
21768,6.7317309,0,2080
21772,18.26923,68941,2080
21773,32.828281,83812,1980
21774,12.019231,900,2080
21775,17.582418,9118,1365
21780,69.230766,16323,2600
21781,43.26923,3,2080
21783,7.2115383,72460,2080
21786,12.019231,11220,2080
21789,38.462502,27367,2080
21793,15.384615,10,2080
21794,16.826923,10,2080
21796,9.6153851,92002,2080
21801,14.903846,30000,416
21802,19.23077,90,2080
21804,47.008549,300,2340
21806,34.294872,20593,3120
21807,14.230769,29605,2080
21808,14.529915,12000,2340
21813,28.846153,9333,2080
21814,20.192308,34939,2080
21815,16.826923,0,2080
21817,5.177515,30000,1352
21818,23.557692,5,2080
21821,56.25,13993,2080
21823,5.7692308,1623,2080
21831,16.826923,20000,2080
21835,26.923077,50028,2860
21839,0,186465,2600
21844,24.51923,98630,2080
21845,24.23077,73112,2600
21851,19.23077,2436,1664
21857,15.625,1616,1600
21859,8.333333,42034,600
21860,13.090909,3024,2200
21861,6.2509613,660,2080
21862,14.577259,25005,3430
21866,20.192308,12,2080
21871,44.880173,194430,2295
21873,8.4134617,0,2080
21874,36.057693,3,2080
21875,31.25,40400,640
21876,7.2115383,35900,2080
21878,13.020833,14,1920
21880,28.365385,0,2080
21882,31.25,2500,2080
21885,29.861111,22339,1440
21886,26.442308,5005,2080
21889,20.833334,168560,1248
21895,29.411764,70,2040
21896,5.0729165,7001,1536
21897,9.6153851,10761,2080
21901,32.065216,61518,1840
21902,11,134870,2080
21904,19.23077,14,2080
21908,21.634615,1001,2080
21910,9.6153851,0,2080
21912,9.8290596,11002,2340
21919,17.5,10358,40
21920,8.8757401,59024,2704
21929,13.988095,0,1680
21930,25.641026,35794,2340
21934,118.67981,4886,2080
21936,30.76923,39500,2600
21938,17.307692,22646,2600
21940,9.6153851,3600,2080
21947,14.423077,61904,2080
21950,38.46154,16042,2080
21952,21.914133,6,2236
21953,32.051281,29,1872
21957,16.153847,10,2600
21958,27.243589,2,624
21961,24.038462,60100,2080
21963,18.942308,76901,2080
21965,35,53032,1600
21967,14.676113,2007,1976
21968,30.288462,88747,2080
21969,18.681318,81,3640
21970,48.076923,28000,2080
21971,33.284023,38084,2704
21974,0,7001,3120
21976,20.032051,18286,2496
21979,14.285714,1,1820
21984,25.7875,550,2080
21985,28,27806,2080
21991,24.038462,108944,2080
21995,23.076923,60086,2080
21996,16.826923,104875,2080
22007,11.057693,52,2080
22009,36.160713,2250,2016
22013,0,8646,6
22014,20.76923,26175,2600
22018,0,9000,520
22020,9.6153851,1381,3120
22025,13.942307,2760,2080
22026,8.6538458,35000,2080
22027,24.038462,45002,2080
22028,47.435898,100,2340
22030,21.634615,57320,2080
22031,18.881119,25610,2860
22032,5.7471266,0,870
22034,21.678686,80359,1248
22035,31.538462,144,2600
22036,21.634615,1615,2080
22037,43.956043,1781,2184
22038,27.472527,17721,1820
22040,38.46154,140120,2340
22043,0,74579,320
22045,14.814815,3815,270
22052,13.461538,7272,2080
22061,18.75,3,2080
22063,19.78022,76020,1820
22068,32.967033,25000,1820
22069,35.714287,94123,1820
22071,26.442308,0,2080
22074,55.28846,50062,2080
22078,34.313725,21160,2040
22085,16.833334,9496,12
22086,33.653847,50000,2080
22087,6.25,0,240
22094,16.02564,17200,3120
22095,19.23077,98070,2080
22096,52.865383,125432,2600
22101,26.442308,0,2080
22104,27.884615,20,2080
22106,57.186234,1500,1976
22107,15.865385,70040,2080
22111,4.2307692,22500,520
22112,23.557692,3,2080
22115,14.182693,4,2080
22116,26.442308,97000,2080
22123,96.153847,10380,2080
22124,12.5,20,2080
22125,8.333333,0,3120
22126,4.2105265,75016,304
22127,26.442308,108785,2080
22128,7.6923075,73008,2080
22129,16.483517,15,1820
22130,37.5,65193,2080
22132,7.6923075,80680,2080
22133,12.307693,30012,2600
22137,19.23077,40450,2080
22138,25.77,35093,2600
22145,14.140271,51472,3536
22146,14.423077,76033,2080
22148,35.576923,109096,2080
22149,45.673077,79335,2080
22150,19.23077,97792,2340
22151,23.076923,46783,2080
22155,6.25,2,2080
22157,17.307692,5,2080
22161,12.019231,333,2080
22182,9.0277777,10000,1440
22186,24.038462,77008,2080
22188,31.25,9010,2080
22189,31.25,12140,2080
22190,19.711538,19101,2080
22193,42.483662,654,2295
22198,28.205128,4298,1560
22199,19.23077,42530,2080
22200,14.957265,17704,2340
22203,35,0,2000
22205,26.25,29323,1600
22229,26.5,83000,2000
22230,24.038462,1442,2080
22232,32.5,65000,2000
22233,19.23077,0,2080
22234,120,38134,10
22240,21.153847,53633,2080
22241,33.333332,38000,2250
22242,17.777779,25000,1800
22244,16.153847,58,2600
22248,13.942307,45007,2080
22249,11.494253,93215,1044
22256,21.634615,23605,2080
22267,14.529915,1560,2340
22271,12.5,10,2080
22275,44.658119,30402,2340
22276,34.615383,0,2080
22279,12.820513,8943,780
22282,3.6982248,41772,1352
22283,24,43079,2500
22284,19.23077,50506,2600
22286,33.333332,53528,1200
22288,25.757212,39180,2080
22292,14.769231,40678,2080
22298,12.237762,24016,2860
22303,12.087913,0,1820
22305,28.75,20802,1600
22309,14.772727,9660,880
22319,10.683761,1,1872
22321,20.192308,60322,2080
22324,19.23077,136407,2080
22325,34.222221,100381,2250
22328,9.6153851,1,2080
22332,14.423077,19770,2080
22333,19.607843,53898,2040
22337,36.53846,2,2080
22339,30.76923,12000,2080
22341,15.705129,0,3120
22347,14.285714,30020,1400
22351,12.019231,32436,2080
22352,26.666666,260342,1200
22359,19.23077,63695,2080
22360,24.038462,21100,2080
22363,18.26923,39519,2080
22364,12,66170,500
22365,31.468531,34560,2288
22374,54.807693,87762,2080
22377,10.180996,500,1768
22389,10.576923,46067,2080
22393,57.692307,6659,2080
22396,5.0480771,0,2080
22398,15.384615,89746,3120
22400,18.830128,35969,2496
22401,13.7,38301,2340
22402,55.555557,0,1296
22403,21.634615,87006,2080
22405,11.057693,210,2080
22406,13.247863,45003,2340
22407,1,19869,72
22408,1.8447802,34420,3640
22409,23.798077,76200,2080
22410,0,100203,2250
22413,9.9358978,2,3120
22420,15.076923,13540,2600
22423,26.923077,3130,2600
22429,9.6153851,3158,2080
22432,30.555555,88658,1080
22433,36.057693,21300,2080
22434,23.076923,101,2080
22435,14.102564,41210,2340
22437,17.10136,0,1470
22442,21.634615,37602,2080
22447,15.384615,13,1820
22449,28.365385,32551,2080
22453,19.23077,67769,2080
22454,38.46154,51270,1976
22458,21.634615,46213,2080
22462,67.307693,75152,2080
22464,86.53846,44596,2080
22466,18.75,7245,1600
22472,7.6923075,37000,1560
22474,18.737673,23163,4056
22475,48.076923,40451,2496
22481,35.555557,326,2250
22485,55.188942,48018,2080
22487,22.727272,0,2860
22488,32.051281,111020,3120
22491,34.615383,304,3120
22496,26.442308,3,2080
22498,19.711538,94623,2080
22501,42.032967,152350,3640
22502,18.26923,4,2080
22504,18.81271,820,2392
22514,19.8939,111970,1508
22517,42.857143,0,1820
22518,18.860947,17207,2704
22519,5.2747254,0,3640
22520,26.442308,159426,2080
22521,16.826923,12,2080
22522,24.038462,58,2080
22524,16.826923,15109,2080
22527,34.615383,42316,2080
22529,25,548,1600
22530,19.23077,17809,2080
22532,28.846153,78733,1664
22534,15.384615,17020,2080
22537,90.909088,252005,880
22540,11.458333,24848,960
22541,59.82906,83735,2340
22544,24.038462,52051,2080
22547,49.572651,3,2340
22557,9.2307692,6460,1300
22574,16.981771,23730,1920
22577,15.384615,100,2080
22579,20.192308,3,2080
22582,22.596153,41391,2080
22583,14.423077,58482,2080
22586,33.653847,44010,2080
22590,53.418804,10,1872
22593,76.92308,38500,2600
22594,30,43,2600
22596,33.653847,50110,2080
22608,16.826923,27376,2080
22611,39.529915,39100,1872
22615,36.324787,5002,2340
22616,16.472868,90601,1032
22617,0,28002,1920
22619,9.2307692,47604,1300
22622,14.583333,28612,960
22623,12.087913,12651,1820
22627,20,31291,2080
22628,20.76923,77014,1300
22631,22.307692,37000,2600
22632,28.846153,12003,2080
22633,16.02564,0,2496
22634,16.826923,3,2080
22637,28.846153,586,2080
22644,28.846153,15521,2080
22646,41.827885,36524,2080
22647,32.01923,49612,2600
22648,120.19231,25248,2080
22649,25.641026,30181,2028
22651,48.076923,40080,2080
22652,24.038462,3,2080
22659,20.192308,0,2600
22661,43.26923,25,2080
22672,24.247492,36000,2392
22674,11.539743,30000,1560
22681,21.386288,695,2392
22684,26.923077,15000,2600
22686,2.5641026,18000,1560
22687,40.384617,60033,2080
22689,21.153847,18620,2600
22694,39.772728,60000,880
22699,29.807692,10,2080
22703,36.057693,76454,2080
22704,5.4945054,0,1820
22709,48.076923,22698,1040
22711,19.23077,10006,2964
22713,42.735043,160821,2340
22714,40.865383,79912,2080
22716,11.538462,9120,1040
22717,35.576923,17,2080
22721,8.5,128689,160
22723,0,21000,2080
22724,21.367521,360,2340
22726,24.038462,47160,2080
22728,40.064102,1,2496
22735,31.25,8767,2080
22738,19.23077,45075,2080
22739,29.137529,15018,5148
22742,30.096153,260,2080
22745,49.51923,1200,2080
22746,16.239317,3600,2340
22747,28.846153,43026,2600
22752,52.884617,152662,2080
22753,29.326923,144,2080
22754,8.333333,2904,360
22756,17.628204,65072,3120
22774,26.923077,31003,2600
22775,14.423077,443,2080
22782,9.090909,0,880
22783,128.20512,71,3120
22786,10.416667,40000,480
22788,31.370192,13594,4160
22789,0,30000,2080
22793,9.6153851,0,3120
22794,24.786325,0,2340
22796,12.362638,34500,1820
22797,33.653847,30082,2080
22799,10.961538,0,2080
22800,40.865383,98580,2080
22801,26.884615,75222,2600
22802,29.931973,20012,2205
22803,47.115383,29,2080
22804,22.772728,47179,2200
22806,51.282051,54000,780
22807,39.423077,4680,2080
22808,42.307693,87000,2340
22809,12.820513,2,2184
22811,31.923077,13777,2600
22812,42.78846,57006,2080
22816,26.923077,103486,2080
22819,56.923077,29501,2600
22823,34.615383,536,2080
22826,81.730766,16800,2080
22827,19.23077,1579,2600
22828,8.0769234,3506,2080
22836,36.057693,1557,2080
22838,17.1875,159022,1280
22839,53.365383,4255,2080
22849,28.26087,80000,2300
22851,13.915243,6008,1581
22853,24,28831,2000
22855,20.673077,3002,2080
22858,17.307692,0,2080
22860,44.871796,5600,2340
22871,50.96154,35000,2080
22873,108.17308,0,2080
22874,17.01923,112571,1040
22875,0,401418,3120
22877,12.019231,63304,2080
22878,17.094017,59921,2340
22879,4.2307692,20495,2600
22880,32.051281,125041,3120
22882,27.403847,25335,2080
22883,14.423077,75,1872
22892,26.373627,20136,1820
22893,12.5,12464,640
22894,12,13014,2000
22897,8.7412586,10,2860
22899,48.076923,72540,2080
22901,19.23077,27544,2600
22902,12.019231,136275,2080
22903,27.884615,36007,2080
22904,36.057693,94005,2080
22910,14.880953,50847,3024
22911,33.653847,4600,2080
22918,55.28846,105400,2080
22919,26.373627,0,1820
22921,22.649572,613,2340
22924,36.324787,13148,2340
22928,55.188942,142511,2080
22934,15.384615,0,2080
22939,7.6923075,55325,2080
22941,28.799999,48043,2500
22949,20.192308,1440,2080
22950,28.846153,38000,2080
22952,18.376068,810,2340
22953,.00076923077,121654,2600
22956,30.341881,4312,2340
22959,22.435898,12682,3120
22964,87.41259,48250,2860
22968,16.826923,0,2080
22969,15.384615,6,2080
22970,19.23077,43,2340
22972,28.846153,0,2080
22974,10.576923,46102,2080
22977,10.897436,0,780
22981,52.083332,0,960
22983,48.076923,57,2600
22991,40.625,21006,960
22995,70.714287,20132,1400
22996,10.576923,10,2080
22997,32.692307,66953,2080
23001,74.519234,75,2080
23002,27.777779,178,2340
23004,28.846153,20,2080
23008,108.17308,0,2080
23009,227.27272,108068,1760
23010,27.403847,5970,2080
23012,52.884617,95101,2080
23013,201.92308,100020,2080
23015,23.076923,58102,2080
23017,81.730766,210,2080
23018,40.865383,161004,2080
23019,50.48077,10001,2080
23020,14.423077,1,2080
23021,20.192308,60280,2080
23022,19.711538,85060,2080
23024,45.891609,3188,2288
23026,11.5,20,2080
23027,9.0277777,0,144
23028,4.8076925,2184,2080
23029,12.5,21145,120
23030,0,150005,2080
23035,23.668638,12237,3380
23036,10.576923,98586,2080
23037,25.641026,2783,2340
23043,20.242914,62030,2964
23046,8.333333,229469,240
