serial,wage,nonlaborinc,hoursworked
88865,20.673077,0,2080
88867,91.428574,38400,175
88868,41.346153,8889,2080
88869,14.423077,20000,2080
88874,21.153847,40565,2080
88875,0,30000,2340
88877,23.557692,40000,2080
88878,12.019231,13000,2080
88880,6.25,2982,2080
88881,30.76923,1030842,2600
88882,40.598289,69600,2340
88885,40.264423,21,1664
88887,50.638462,51005,2080
88898,31.490385,30000,2080
88902,76.92308,145473,2340
88905,15.384615,66250,2080
88909,8.9743586,1226,1560
88912,144.23077,51676,2080
88914,35.576923,95400,2080
88915,36.057693,10,2080
88919,19.23077,27820,2080
88920,23.776224,15030,2860
88922,.38461539,7385,1820
88923,48.076923,100650,2080
88925,33.653847,109856,2080
88930,13.461538,4500,2600
88932,14.102564,22140,1560
88934,9.8290596,40201,936
88936,12.362638,0,2912
88938,13.461538,5,1560
88939,11,0,2000
88941,40.865383,50000,2080
88945,115.38461,80185,260
88949,14.423077,0,2080
88950,25,270,2080
88952,6.7307692,29800,2080
88954,54.615383,20540,2600
88957,18.75,8820,800
88958,32.21154,24094,2080
88961,25,3618,980
88962,0,832782,2080
88964,12.019231,39818,2080
88966,4.7058825,921421,2550
88968,7.6923075,14460,2080
88971,81.730766,49,2080
88974,48.076923,64050,2080
88975,43.75,1591,1600
88977,19.302885,0,2080
88985,25.328947,26628,1520
88990,0,77500,2080
88991,16.666666,65513,60
88995,40.209789,185924,2860
88996,30,971,1600
88997,43.26923,91815,2080
88999,12.5,102522,72
89002,192.30769,1369,2080
89006,57.432434,20000,1184
89008,37.259617,0,4160
89009,18.462307,0,2600
89010,38.46154,0,2080
89015,7.6923075,31200,104
89016,56.923077,45000,2600
89019,39.0625,0,1920
89020,10,43200,1300
89021,9.6153851,0,1560
89023,28.846153,14,2080
89024,0,50432,1720
89027,0,80003,1040
89028,26.666666,1814,1800
89030,43.26923,110324,2080
89031,23.076923,0,2080
89032,34.615383,10208,2600
89034,27.472527,2455,4368
89036,24.038462,50708,2080
89037,10.384615,25000,2080
89038,38.46154,371534,2080
89039,0,50000,3120
89040,48.076923,0,2080
89041,7.6923075,0,2080
89043,0,121970,1820
89045,15,9800,1000
89054,10.892858,25428,1120
89059,27.884615,18000,2080
89062,4.4642859,18400,1120
89065,28.846153,57713,2080
89067,16.153847,12036,2080
89068,27.777779,90635,72
89070,24.038462,130444,2080
89071,31.468531,0,2860
89085,4.945055,100,910
89092,12.179487,10,3120
89095,39.424038,0,2080
89097,86.53846,10,2080
89099,13.269231,108020,1300
89114,28.846153,60000,2080
89116,9.333333,0,900
89119,33.653847,5,2080
89120,36.242603,41010,2704
89123,14.6875,47000,1600
89128,14.903846,75510,2080
89129,50.721153,88705,2080
89130,18.531469,1058,2860
89131,26.923077,25090,2080
89133,12.019231,10260,2080
89137,15.384615,0,780
89139,15.384615,0,2080
89141,48.076923,107,2600
89145,96.153847,49025,2340
89146,0,172020,2080
89147,47.596153,104700,2080
89149,73.426575,2570,2860
89150,27.403847,30005,2080
89154,0,9000,312
89159,0,105010,2080
89162,67.307693,2550,2080
89166,17.094017,27000,1872
89171,21.634615,501,2080
89172,36.057693,77007,2080
89174,16.346153,0,2080
89175,12.019231,0,2080
89183,8,34000,750
89185,21.634615,7208,2080
89188,10.096154,86102,2080
89189,46.153847,0,2600
89190,20,64433,1300
89192,48.076923,130000,2080
89196,14.423077,49958,2080
89199,8.59375,25893,32
89200,13.942307,0,2080
89203,31.632652,4,1960
89207,12.019231,2700,2080
89208,4.4871793,20000,1560
89215,21.875,500,1920
89223,31.163462,25318,2080
89225,42.857143,3550,1960
89227,96.153847,30019,2340
89232,13.846154,45000,1040
89250,19.675385,7420,2600
89252,14.423077,13200,2080
89258,20.673077,7392,2080
89262,4.6153846,12636,260
89263,24.038462,4371,2080
89265,31.73077,15000,2080
89266,43.589745,100,2340
89268,48.076923,100004,2080
89269,15.909091,80000,880
89272,36.858974,81525,3120
89273,28.846153,43222,2080
89274,25.961538,90048,2080
89279,21.634615,40329,2080
89280,13.942307,34414,2080
89282,36.057693,1303,2080
89285,53.846153,5666,2080
89286,19.23077,23077,1040
89288,48.076923,300,2080
89289,19.23077,-1200,2080
89290,9.6153851,0,2600
89291,21.634615,4258,2080
89296,43.26923,16363,2080
89299,46.153847,120260,2340
89300,33.653847,85521,2080
89301,26.442308,130386,2080
89302,20,127004,2080
89303,40.865383,144,2080
89311,45.673077,45162,2080
89313,59.82906,1545,2340
89315,16.826923,94121,2080
89316,58.846153,18660,2600
89317,36.057693,4,2080
89318,224.35898,112910,3120
89321,24.038462,152,2080
89323,12.5,1618,2080
89324,43.75,37860,1600
89325,16,0,200
89327,24.725275,0,1820
89330,14.423077,55133,2080
89335,19.23077,0,520
89340,28.846153,14041,2080
89344,31.25,81947,2080
89347,17.307692,71001,2080
89351,8.6538458,0,2080
89352,149.03847,210435,2080
89353,17.307692,5012,2600
89354,79.32692,2445,2080
89356,35.555557,116252,1350
89358,33.653847,36,2080
89361,11.538462,59013,2080
89362,30.048077,50004,2496
89367,31,0,2000
89369,49.03846,97017,2080
89370,51.923077,2,2600
89371,24.038462,12504,2080
89375,33.653847,0,2080
89379,16.826923,152,2080
89380,0,77905,2860
89382,10,70610,2600
89383,53.418804,101560,2340
89387,40.532543,35300,3380
89388,39.0625,907,1920
89389,15.384615,0,2080
89393,72.115387,10,2080
89395,20.673077,83006,2080
89399,29.891304,86,1840
89400,17.307692,50102,2600
89402,0,144644,680
89404,46.634617,10,2080
89405,27.884615,204,2080
89408,18.633541,54041,1610
89410,24.038462,175008,2080
89411,21.153847,12,2080
89412,35.833332,5012,1200
89415,19.871796,81022,3120
89417,19.23077,152,2600
89418,0,120561,2080
89419,24.294872,16614,3120
89420,160.25641,14855,3120
89422,0,122391,2080
89423,24.038462,70036,2080
89424,29.807692,338,2080
89426,0,16000,1300
89428,72.115387,8394,2080
89431,28.846153,15665,2080
89434,16.483517,52,1820
89436,46.153847,119240,2600
89437,37.98077,46452,2080
89440,160.25641,62586,3120
89442,5.7692308,32000,2080
89444,0,176510,1560
89446,12.019231,0,2080
89447,39.423077,338454,2080
89452,55.091347,49071,2080
89454,13.461538,30064,2080
89457,2.8846154,2551,2080
89459,25.700962,29,2080
89461,80.769234,11018,2600
89462,33.653847,45800,2080
89463,25,36006,1040
89465,19.23077,3000,2080
89469,216.34616,52,2080
89471,7.1428571,4824,1820
89480,18.181818,100,2860
89482,0,22068,1820
89497,0,5001,2080
89498,3.8461537,10832,585
89501,22.435898,0,2496
89502,406.25,7201,160
89503,0,122000,2080
89504,15.384615,139000,2080
89505,12.087913,21000,1820
89507,18.990385,18665,2080
89515,15.865385,42800,2080
89516,16.826923,2,2080
89517,19.23077,60863,2496
89519,18.131868,0,1820
89521,20.673077,288,2080
89522,12.019231,0,2080
89525,0,19000,2080
89526,19.23077,152,2080
89535,90,13,400
89537,23.076923,25000,3120
89538,26.923077,0,2080
89540,38.46154,0,2080
89542,12.980769,12000,2080
89544,17.692308,59000,1300
89547,13.736263,30000,1820
89552,12.5,0,2080
89554,9.6153851,39300,2080
89558,19.23077,8042,2080
89560,19.23077,0,2080
89562,12.019231,2,2080
89563,19.23077,30020,2080
89564,0,50002,2080
89565,28.846153,18003,2080
89572,13.736263,74871,1820
89577,25,64550,2080
89578,14.102564,25154,1560
89580,26.515152,45480,1320
89581,13.5,2008,1248
89582,22.5,75500,2000
89583,38.46154,0,2080
89584,16.346153,46,2080
89587,27.403847,23,2080
89588,129.80769,240015,2080
89592,33.653847,2001,2080
89593,48.076923,10000,2600
89594,14.423077,2,2080
89598,20.512821,48182,1560
89600,24.038462,57040,2080
89602,26.923077,40,2080
89603,49.615383,44524,2600
89605,51.282051,612,3120
89607,19.23077,110159,2080
89608,23.076923,93136,2600
89612,6.5104165,0,1536
89628,22.435898,0,1560
89633,41.958042,42410,2860
89634,43.26923,209,2080
89636,57.692307,119354,2080
89637,26.373627,176,1820
89639,20.192308,39800,2080
89641,50.48077,12000,2080
89642,96.153847,45989,2080
89643,57.692307,400,2080
89644,53.846153,370,2080
89648,48.076923,97156,2080
89649,48.076923,5045,2080
89650,35,100040,2000
89652,62.5,142545,2080
89655,20.08547,0,2340
89656,7.6923075,0,1560
89657,29.591837,93618,1960
89659,21.634615,0,2080
89662,24.51923,38000,2080
89663,0,31012,2080
89664,7.8125,0,1280
89666,16.826923,100697,832
89668,18.26923,12002,2080
89669,18.26923,35242,2080
89671,31.25,0,2080
89672,31.25,39000,2080
89674,17.307692,250092,2600
89676,0,94338,2000
89677,30.76923,130816,2080
89678,42.307693,230,2340
89679,88.942307,404,2080
89680,24.038462,45083,2080
89681,0,155154,2080
89682,14.423077,50051,2080
89686,9.6153851,0,2080
89687,10.384615,30209,1300
89689,14.102564,11260,780
89690,18.75,36005,2080
89695,62.5,63142,2080
89696,38.46154,210,2080
89698,39.0625,350,1920
89699,0,73805,800
89700,33.653847,80160,2080
89701,28.205128,10,3120
89703,54.487179,15,3120
89704,51.442307,45005,2080
89706,6.0439563,13000,1820
89707,10.096154,42,2080
89709,31.25,0,1280
89711,20.192308,1,2080
89712,14.285714,0,1820
89713,12.362638,0,2912
89714,32.905983,86,2340
89715,21.634615,24058,2080
89718,21.634615,36001,2080
89721,22.674419,13800,1720
89727,58.823528,116,2040
89728,9.6153851,2,1664
89732,43.26923,159200,2080
89733,57.692307,126500,2080
89736,57.692307,100,2080
89738,14.423077,40006,2080
89739,12.5,0,520
89740,8.666667,40800,1500
89741,45.673077,18260,2080
89742,8.8757401,1,2704
89743,32.291668,230276,1920
89749,27.472527,98660,1820
89751,24.038462,280,2080
89752,31.25,80,2080
89753,7.2115383,0,2080
89754,13.095238,0,840
89758,20.720192,67698,2080
89760,30.288462,65210,2080
89761,38.46154,17584,2080
89762,33.653847,1204,2080
89764,23.076923,213020,2080
89765,21.634615,55000,2080
89767,36.923077,86700,1300
89769,26.442308,41124,2080
89771,36.53846,75360,2080
89772,43.26923,50847,2080
89773,12.993763,0,1924
89774,16.02564,11330,3120
89775,17.307692,115030,2080
89781,23.076923,45360,2080
89782,27.884615,432,2080
89783,48.076923,9,3120
89784,57.692307,74660,2080
89789,17.857143,38000,1960
89793,9.1346149,7400,3120
89796,37.5,57071,2080
89798,55,125800,2000
89799,57.692307,101500,2080
89801,56.25,12100,1600
89803,10.576923,12000,2080
89804,28.365385,2105,2080
89807,17.582418,0,1820
89813,76.92308,38476,2080
89819,18.315018,0,2184
89820,39.903847,112,2080
89822,19.23077,60100,2080
89824,24.216524,5,1404
89829,34.615383,337,2080
89830,32,0,1000
89835,48.039215,84149,2040
89840,23.076923,9,2080
89842,31.25,900,2080
89843,12.019231,9384,2080
89844,35.384617,5183,2600
89845,55.555557,1000,2340
89848,40.384617,4001,2080
89849,72.115387,85064,2080
89850,53.418804,373723,2340
89851,12.019231,13000,2080
89852,13.942307,1,2080
89854,22.692308,1150,2600
89856,10,10,8
89857,19.23077,0,2080
89858,34.615383,82133,2080
89860,134.61539,42004,2080
89862,11.666667,1,1200
89867,19.907408,29,2160
89871,17.094017,69694,2340
89872,423.07654,1189914,2600
89874,30.288462,57436,2080
89878,21.367521,237,2340
89881,38.46154,50,2080
89883,48.076923,80134,2080
89888,38.46154,18848,2080
89889,38.46154,184063,2080
89890,15.384615,277,2080
89892,8.2417583,161653,1820
89895,13.671875,34410,1664
89896,7.5,0,2080
89898,25.961538,117709,2080
89900,33.333332,6,1800
89906,18.75,9000,2080
89916,28.846153,100450,2080
89919,0,118160,300
89920,28.846153,46407,2080
89929,17.1875,0,1920
89930,9.6153851,29003,3120
89931,15.384615,110120,2080
89933,55.28846,140323,2080
89934,31.200001,105088,2500
89935,18.26923,288121,2080
89937,31.25,31900,2080
89939,19.23077,70320,1664
89942,15.384615,0,2080
89945,18.60465,57382,1075
89946,4.8076925,10800,3120
89948,20.192308,109250,2080
89949,52.083332,19670,1248
89950,10.439561,0,1820
89951,8.75,312646,40
89953,48.701298,50000,1848
89954,0,113908,2040
89957,76.92308,120320,1040
89959,24.038462,60305,2080
89962,14.423077,96100,1040
89963,72.115387,70180,624
89964,34.615383,68473,2600
89968,24.291498,580,1976
89971,15.272436,500,2496
89980,46.153847,61960,2080
89981,36.057693,0,2080
89982,28.846153,127430,2080
89986,0,210000,2600
89988,48.076923,81360,2080
89991,57.692307,1300,2080
89992,0,151700,1040
89993,51.748253,50026,2860
89994,21.634615,10950,2080
89995,40.865383,380,2080
89996,30.364372,157,1976
89998,23.076923,155750,2080
90004,0,188200,1820
90005,26.442308,98070,2080
90006,34.615383,146213,2080
90007,47.008549,80230,2340
90009,0,30000,2860
90010,35.576923,577,2080
90013,16,185700,100
90015,33.46154,43,2600
90016,72.115387,1520,2080
90018,34.722221,48006,1872
90020,50,1142619,200
90021,28.365385,1,2080
90022,76.92308,116492,1248
90023,0,15032,3120
90024,12.674825,0,2288
90025,13.942307,0,2080
90026,26.041666,2550,192
90027,24.038462,156620,2080
90028,40.865383,50,2080
90029,34.135578,44788,2080
90033,25.641026,0,2340
90034,26.923077,1202,1300
90036,9.5,0,2000
90037,72.115387,21099,2080
90038,0,25703,1680
90040,64.102562,12028,312
90042,74.519234,1010,1248
90043,53.048782,90123,1640
90049,7.2115383,0,832
90065,23.075001,31651,2200
90072,28.846153,15000,2080
90077,28.076923,79281,2600
90081,76.92308,135,2600
90082,23.076923,72000,2600
90084,21.367521,10,2340
90088,38.46154,50015,2080
90090,55.555557,134269,2340
90092,18.26923,65500,2080
90096,17.094017,25100,2340
90098,47.685184,336,2160
90099,28.846153,40,2080
90100,26.442308,16300,2080
90102,0,50029,1820
90110,66.666664,130502,3120
90111,26.923077,89250,1560
90115,30.76923,153352,2600
90116,98.07692,2313,2080
90117,0,95431,2600
90118,58.333332,780,1200
90119,48.076923,10,2080
90122,9.2307692,13600,1820
90125,36.263737,11819,1820
90127,45.192307,65019,2080
90133,75,50200,2000
90134,423.07654,27066,2600
90135,38.46154,38831,2080
90137,38.46154,17270,2080
90140,19.23077,0,1820
90141,15.837104,32680,4420
90143,0,984977,108
90144,22.435898,0,3120
90145,288.46155,14379,2080
90146,.75,0,520
90147,38.46154,114426,2600
90148,0,75331,2080
90149,15,12150,2000
90152,30.76923,64180,2340
90154,0,34079,2600
90155,5.7692308,15,2080
90158,22.527473,3,1820
90162,88,254222,880
90167,8,24983,1500
90172,46.634617,105021,2080
90173,30.76923,92308,2600
90183,15.384615,14808,2600
90184,34.188034,65000,2340
90185,21.634615,66800,2080
90187,6.7307692,152920,2080
90188,26.442308,14,2080
90190,14.814815,63603,1053
90192,11.217949,146000,1560
90198,10,47383,320
90203,42.307693,0,2080
90205,43.26923,1311,2080
90210,0,50000,1820
90216,16.173914,0,1150
90217,14.423077,35600,2080
90221,0,169500,1820
90223,31.25,43773,2080
90226,42.892159,71700,1632
90227,24.134615,121173,2080
90228,35.096153,35217,2080
90234,0,1600092,1560
90238,0,32700,2080
90241,32.051281,169852,3120
90242,16.027655,4580,1591
90243,97.65625,141350,1280
90245,7.5,65309,400
90246,30,48081,400
90248,22.200001,0,600
90262,37.5,72617,2080
90264,0,280144,2160
90269,18.461538,90012,1300
90270,48.076923,8820,2080
90275,40.865383,533200,2080
90281,84.134613,43102,4160
90285,0,34002,2040
90286,50,733845,200
90287,462.79224,57,2392
90292,12.820513,5661,1560
90300,0,389725,1225
90301,57.692307,117004,2340
90305,33.653847,130,2080
90306,561.224,40031,1960
90307,528.8457,4,2080
90308,30.76923,11535,2600
90310,32.92984,8470,1240
90311,76.92308,200038,2080
90313,3.3653846,0,2080
90314,0,148027,1560
90316,15.384615,20960,468
90320,63.942307,15,2080
90327,19.423077,352,2080
90328,26.495726,122589,2340
90329,0,50200,2860
90332,14.423077,60006,2080
90333,43.956043,0,1820
90335,72.115387,0,2080
90337,255.55556,-7900,900
90338,57.923077,150018,2600
90340,26.923077,3460,4160
90347,48.076923,210002,3120
90350,46.634617,10,2080
90352,14.022436,0,2496
90354,24.038462,5622,2080
90357,68.129807,4746,2080
90363,11.858974,0,3120
90364,11.538462,117531,3120
90365,52.884617,3,2080
90366,1.1094675,186500,2704
90367,86.53846,40,2080
90372,24.038462,0,2080
90373,19.23077,2820,2080
90374,80.128204,239010,3120
90376,92.307693,140302,2080
90381,80.128204,25016,2496
90383,33.653847,2275,2080
90384,46.153847,9978,2600
90385,36.057693,10,2080
90386,15.384615,88111,2600
90388,47.008549,29,2340
90389,45.673077,332815,2080
90391,19.23077,0,2080
90392,76.92308,2,2080
90393,72.115387,259,2080
90396,28.846153,36035,2600
90399,80.384613,70658,2600
90400,38.46154,2,3120
90402,52.5,72008,2080
90404,40.740742,1002,2700
90406,52.884617,8866,2080
90407,24.038462,43264,2080
90408,19.23077,40000,2080
90409,29.807692,17926,2080
90411,41.827885,1153,2080
90412,72.115387,168023,2080
90413,9.6153851,62350,3120
90417,0,75058,1560
90419,240.38461,211150,2080
90421,15,8,2600
90441,16.826923,2,2080
90443,32.051281,101211,2340
90448,64.102562,168000,2340
90449,68.376068,13,2340
90453,21.634615,40144,2080
90454,4.8076925,99400,2080
90455,29.807692,55,2080
90458,68.376068,1642,2340
90459,10.256411,-3000,1560
90460,73.07692,36991,2080
90461,35.576923,1100064,2080
90462,48.076923,103,2080
90467,15.680473,9,3380
90470,39.903847,59686,2080
90473,120.19231,63000,2080
90474,106.83761,94993,2340
90477,34.85577,46194,2080
90478,0,65046,2080
90480,35.256409,175545,3120
90481,60.096153,6199,1664
90482,25.48077,44,2080
90483,173.07692,55500,2600
90484,40.865383,215730,2080
90485,7.4519229,0,2080
90488,34.965034,1750,2860
90489,76.92308,80084,2600
90490,57.692307,82532,2080
90494,24.038462,112321,2080
90497,33.173077,140118,2080
90500,85.470085,6300,2340
90501,88.757393,91909,3380
90502,43.26923,1210,2080
90504,86.805557,0,1440
90508,47.115383,34147,2080
90509,15.384615,0,2600
90512,21.367521,50506,2340
90515,0,110000,1820
90523,33.25,0,2080
90524,77.403847,10204,2080
90525,22.435898,84030,3120
90526,160,15070,2000
90536,8.0952377,254507,210
90537,0,321720,2080
90539,32.967033,5833,1820
90541,0,25020,1120
90551,24.038462,39000,2080
90554,15.95,6060,640
90559,22.933332,2266,2250
90562,25.925926,1153,2160
90567,46.875,750,1920
90568,38.46154,20,2080
90570,35.384617,65608,2600
90571,69.735718,33870,1260
90573,54.700855,37510,2340
90575,25,100570,2080
90580,51.282051,215500,3120
90582,3.4615386,30000,2600
90591,14.583333,82500,1920
90592,22.115385,58890,2080
90594,41.20879,126240,1820
90595,17.307692,25004,1560
90596,37.615742,0,1728
90599,62.5,1470,2080
90600,35.256409,3,2496
90605,250,143667,2600
90606,0,429767,2600
90608,33.653847,100120,2080
90609,11.363636,109097,440
90613,56.5,167,2000
90616,320.51282,36952,3120
90620,28.846153,11296,2080
90622,30.799999,104401,2500
90626,52.884617,90105,2080
90627,48.076923,140000,3120
90628,44.871796,71589,1560
90629,48.076923,104800,2080
90633,2.1875,16606,320
90635,0,164180,780
90636,0,44120,2600
90637,25.641026,123356,3120
90643,69.230766,2060,2600
90645,10.178572,1,1456
90646,14.08,60000,1300
90647,17.788462,1214,2080
90648,24.038462,80005,2080
90652,52.01049,4845,2288
90655,0,144503,320
90657,36.057693,0,2080
90658,51.923077,1324,2080
90659,63.46154,1415,2080
90660,72.115387,75,2080
90661,29.545454,50030,1760
90662,73.717949,24632,3120
90664,28.846153,1,2080
90671,43.26923,127087,2080
90672,23.798077,2,2080
90675,29.380953,43015,2100
90680,26.442308,25000,2080
90681,36.324787,1998,2340
90682,47.619049,13122,840
90683,36.53846,0,2600
90684,42.307693,187,2600
90685,38.46154,48078,2600
90689,98.9011,17402,3640
90692,57.692307,2150,2080
90693,57.692307,97,2080
90694,28.846153,156068,2080
90699,122.86325,172580,1872
90702,18.75,85400,640
90706,6.25,89113,320
90708,37.307693,45611,2600
90711,0,173300,2080
90716,0,67503,2600
90720,9,36440,16
90723,67.307693,21115,2080
90724,4166.6665,100010,24
90725,80.769234,42251,2600
90730,62.5,5744,2080
90741,99.158653,164165,1664
90743,36.057693,2502,2080
90744,45.299145,8774,2340
90745,57.692307,4,2080
90747,53.46154,78093,2600
90748,73.07692,2161,2080
90755,28.847115,432,2080
90757,73.426575,140,2860
90759,36.153847,110399,2600
90762,14.634147,41000,615
90764,100,229,1300
90765,62.5,119163,2080
90766,57.692307,415,2080
90767,38.46154,62050,2080
90768,57.692307,1200,2080
90771,38.46154,0,1040
90773,104.1958,79720,2860
90777,34.188034,20,2340
90780,77.884613,102492,2080
90781,41.452991,46195,2340
90783,50.96154,10,2080
90785,28.846153,159680,2080
90786,15.769231,61490,2080
90787,44.871796,40549,3120
90788,20.833334,21000,1920
90791,57.692307,85268,2080
90792,2.4038463,31,2080
90793,10,44403,40
90796,21.367521,140120,2340
90797,100.96154,100004,2080
90798,21.634615,3,2080
90800,27.472527,78002,1820
90802,38.46154,11081,2600
90805,48.148148,147851,270
90806,62.500961,3295,2080
90807,11.538462,96909,2080
90809,0,101915,2080
90810,29.807692,66300,3120
90812,83.333336,29377,3120
90813,57.692307,92527,2600
90815,25.48077,112316,2080
90818,25.641026,14416,2340
90820,155.55556,205179,2250
90823,76.92308,160301,2080
90824,0,92308,2600
90827,33.566433,1300,2860
90828,45.673077,17,2080
90829,30.76923,60310,2600
90830,48.076923,166422,2080
90831,276.92307,19704,2600
90835,9.6153851,0,2080
90836,22.215385,16502,2600
90839,41.666668,18011,480
90840,62.5,9049,2080
90842,12.019231,2,2080
90853,28.846153,74000,2080
90856,26.153847,5050,2600
90862,100.96154,36302,2080
90863,48.076923,7308,2080
90865,14.166667,72004,480
90873,8.6580086,200,1848
90876,16.826923,9035,2080
90878,18.75,206916,4
90879,6.4102564,48580,3120
90883,33.854168,50700,1920
90884,19.23077,49048,1040
90887,25.76923,130111,2600
90888,29.166666,0,1200
90892,12.820513,120004,2340
90893,34.615383,18994,2080
90894,76.92308,37002,1040
90895,19.23077,142170,2080
90900,17.647058,25,2040
90901,55.28846,110556,2080
90905,33.088234,18960,1360
90910,50.262238,7280,2288
90914,69.230766,161300,2600
90916,56.086956,262,2300
90917,43.26923,3186,2080
90918,48.076923,93416,3640
90919,192.30769,324,2600
90920,36.057693,99748,2080
90921,48.076923,100242,2080
90926,105.76923,131617,2080
90929,83.333336,275011,240
90934,48.076923,204366,2080
90935,47.435898,380,2340
90939,0,37911,1100
90940,52.884617,166,2080
90942,36.057693,5,2080
90943,110.57692,250782,2080
90945,55.555557,45474,2340
90947,28.846153,75802,2600
90952,64.102562,95216,3120
90953,81.730766,43,2080
90955,96.153847,202000,2080
90956,115.38461,2809,2080
90958,60.576923,0,2080
90962,44.871796,-1100,3120
90963,153.84616,1813,2600
90964,28.846153,46532,2080
90965,27.777779,1016,2340
90967,427.35043,26510,2340
90969,57.692307,65430,2080
90970,51.923077,200,2080
90971,19.23077,3514,2600
90972,39.423077,38688,2080
90974,33.653847,38541,2080
90975,28.40909,37470,2288
90977,27.5,3,2000
90978,6.9444447,45000,288
90979,20,0,400
90981,27.5,40042,400
90982,154.74759,107,1664
90983,28.846153,152909,2080
90984,40.865383,23069,2080
90985,33.653847,36961,2080
90987,192.30769,151535,208
90988,120.19231,61000,2080
90989,15.151515,219549,1650
90991,21.153847,43006,2080
90993,25.641026,12102,2340
90994,87.606834,20004,2340
90995,66.82692,143037,2080
90996,9.9193878,1261,1960
90999,11.538462,186,2080
91009,769.23077,67807,52
91014,30.566668,50,1500
91015,64.903847,131908,2080
91019,39.54409,88658,2132
91020,20.192308,150,2080
91026,36.057693,0,2080
91029,28.846153,85245,2080
91030,33.653847,53334,2080
91031,20.192308,12200,2080
91033,30.069929,15200,2860
91037,20.242914,33005,1976
91038,43.26923,100024,2080
91045,26.923077,33954,2600
91046,14.423077,5,2080
91047,43.26923,55000,2080
91048,24.125874,31068,2860
91049,23.558655,3,2080
91050,18.614864,3447,1480
91051,24.23077,300,2600
91052,43.589745,200,2340
91053,27.472527,45801,1820
91056,71.153847,23020,2080
91057,37.01923,75900,2080
91060,11.538462,0,2600
91065,51.282051,9,1560
91066,0,175616,2860
91068,80.128204,4541,2496
91075,48.076923,10600,3120
91076,30.048077,808,2496
91078,29.91453,81005,2340
91079,41.025642,74090,780
91082,128.20512,200034,1560
91085,0,230018,2000
91086,16.826923,22000,2080
91087,19.23077,4901,2080
91088,24.038462,24100,2080
91089,28.846153,45064,2080
91091,16.826923,42800,2080
91095,11.71875,3600,1536
91096,21.153847,34004,2080
91098,12,22000,525
91103,9.6153851,10852,2080
91104,48.076923,19720,2080
91108,18.115385,4621,2080
91109,26.442308,41964,2080
91110,25.641026,12568,3120
91112,76.92308,55051,2600
91113,9.1346149,60000,2080
91114,0,286300,2600
91119,22.115385,10,2080
91121,19.23077,31100,2600
91123,51.282051,2702,2340
91124,14.423077,20,2080
91127,48.076923,190420,3120
91129,0,157492,1300
91131,22.307692,0,2600
91140,80.128204,21208,2496
91141,0,99037,2340
91142,48.076923,40325,2080
91145,15.915119,35390,3016
91146,17.307692,10,2080
91147,26.442308,55038,2080
91149,11.363636,20124,1320
91151,36.057693,84000,2496
91155,14.423077,0,2080
91163,23.317308,50002,2080
91165,9.4017096,0,2340
91168,24.038462,22919,2080
91169,18.75,57639,2080
91170,48.076923,2,2080
91175,73.9645,25100,3380
91177,38.076923,1,2600
91178,12.307693,22100,2600
91179,22.272728,12000,2200
91180,5.9829059,7000,2340
91181,6.4102564,3600,2340
91182,53.418804,48027,1872
91183,16.826923,22003,2080
91185,22.435898,1,1560
91189,37.267082,3020,1610
91192,0,85000,1820
91196,8.6538458,0,2080
91197,26.923077,300,2600
91203,55.28846,75308,2080
91212,22.435898,0,3120
91217,15.796703,54115,1456
91220,7.2115383,0,2080
91222,13.221154,10002,2912
91223,53.599998,16564,2500
91234,14.423077,50,2080
91235,51.923077,2645,2600
91237,9.6153851,2960,1040
91242,16.826923,29120,2080
91245,14.423077,25000,2080
91257,24.038462,9000,2080
91258,16.826923,23700,2080
91259,14.423077,0,2080
91261,5.7692308,10000,2080
91263,16.02564,10001,1248
91264,15.151515,5000,1320
91267,16.586538,1200,2080
91268,37.878788,1,1320
91270,54.945053,27002,3640
91271,21.634615,1011,2080
91278,42.307693,1618,2600
91280,50.167225,1820,2392
91283,42.735043,1100,1872
91287,14.957265,21100,1872
91289,30.76923,0,1300
91292,57.692307,5000,2600
91293,480.76923,28000,2080
91294,13.846154,45,1300
91296,33.653847,16804,2080
91302,12.019231,0,2080
91303,11.931818,105,1760
91304,4.6153846,2402,2080
91308,28.846153,50530,2080
91310,10,3001,1144
91313,47.596153,99394,2080
91315,47.275642,6000,2496
91319,21.153847,6360,1040
91320,38.46154,831,2080
91326,14.423077,0,2080
91327,40.021366,33412,2340
91331,17.5,33092,40
91332,55.28846,2,2080
91338,12.020192,44211,2080
91340,29.166666,125014,240
91341,31.25,93325,2080
91342,36.98225,10000,2704
91347,3.6057692,14300,832
91354,9.6153851,0,2080
91357,9.8557692,35940,2080
91361,33.653847,1280,2080
91363,12.980769,85050,2080
91368,7.3964496,33000,3380
91371,21.634615,89002,2080
91373,15,0,2000
91374,13,30492,1560
91376,27.5,0,2080
91378,50.607288,152000,1976
91379,42.735043,60333,2340
91380,13.020833,31007,1920
91381,24,31180,2600
91388,51.25,72,1600
91392,17.307692,20004,2080
91394,51.923077,19599,2080
91395,8.75,179731,1040
91396,3.5714285,21,1456
91397,2.6086957,64200,1840
91399,7.875,30886,32
91400,12,1274,1872
91401,27.04327,145291,1664
91403,48.076923,70638,2080
91405,43.26923,237070,2080
91407,26.442308,0,2080
91408,31.25,112076,2080
91411,14.583333,30000,1920
91412,22.272728,41672,2200
91413,18.47826,0,1840
91414,18.384615,15020,2600
